DATE,pair_trading,t_strategy,combined
2018-11-26,3.7478419773526714,0.048396723303567944,3.8048042508564137
2018-11-27,3.740009247281026,0.04668005172175931,3.7952548492029603
2018-11-28,3.7418613930218765,0.04369449815570047,3.7941214413777513
2018-11-29,3.7597381294957124,0.04376253028414486,3.812066209980031
2018-11-30,3.7033825717959767,0.040501725406686416,3.752449847402838
2018-12-03,3.755372902225229,0.0384568093762246,3.8023952618016286
2018-12-04,3.7990809064129216,0.03884725059831802,3.8464937072114136
2018-12-05,3.878464905658017,0.042328548749849385,3.929359004608042
2018-12-06,3.8478680531566978,0.046117672502623816,3.902551275859499
2018-12-07,3.835927149953981,0.048263857172476235,3.8927565573266323
2018-12-10,3.715196665374992,0.04805846682433991,3.772224539232261
2018-12-11,3.671218114262274,0.0455538823282325,3.725741403623438
2018-12-12,3.8231409028315815,0.04701775495125339,3.8791280648157667
2018-12-13,3.8759943361202454,0.04636604230784351,3.9313297854610205
2018-12-14,3.7886997677749394,0.048169999623780754,3.8458391744316502
2018-12-17,3.699277614863571,0.050171826071729944,3.7584188479682297
2018-12-18,3.619371857858719,0.048613568448920966,3.6769548333405684
2018-12-19,3.5885847592122038,0.05392651537216141,3.651480681617294
2018-12-20,3.41460338106532,0.05678333015696922,3.48035611825522
2018-12-21,3.4497114072149535,0.057959925259275,3.5166407395071584
2018-12-24,3.4048806564313994,0.05952088017707892,3.4733709436414077
2018-12-25,3.3513857450432467,0.06021863396491546,3.4205774130075883
2018-12-26,3.5182633176886955,0.05578098104586328,3.583020924526741
2018-12-27,3.270555371639529,0.06161969073632191,3.3411552916093186
2018-12-28,3.2772807924678924,0.062059885187051925,3.348324534183811
2018-12-31,3.2341337882360186,0.06287769546529388,3.305995340230176
2019-01-01,3.249021516208253,0.06283202574190389,3.320837398479026
2019-01-02,3.2594783660989117,0.06276323858700894,3.3312254612147885
2019-01-03,3.198951462988806,0.06254388817341028,3.2704792076910847
2019-01-04,3.517695793772206,0.0574163762123599,3.5840960265134325
2019-01-07,3.516882693537889,0.05876194752042638,3.58462849758718
2019-01-08,3.500169403714464,0.05903486243569017,3.5681881226790217
2019-01-09,3.4572310663296775,0.05951794922864498,3.5257328720871897
2019-01-10,3.5974585512334256,0.05591917698660062,3.6623615847488926
2019-01-11,3.7419857537955576,0.0522324928066826,3.803202103131107
2019-01-14,3.686118868438702,0.05418599838488283,3.7492887233524477
2019-01-15,3.870919500893278,0.05124531305792701,3.9311486704800735
2019-01-16,3.920363284182088,0.0528613443248889,3.9822084850358435
2019-01-17,3.9999513323592866,0.05131887102866381,4.060254059916815
2019-01-18,3.9709176448785914,0.05209390349778706,4.031995404905245
2019-01-21,3.9728190016229608,0.05242353631079549,4.034226394462623
2019-01-22,3.984115827765401,0.052872407283953954,4.045972091578221
2019-01-23,3.9846478990627645,0.05193947080643835,4.045571226398069
2019-01-24,3.9669905893251967,0.05243322096192726,4.0284076668159905
2019-01-25,3.9624191930266797,0.04955461720587051,4.020957666761418
2019-01-28,3.9954704098032554,0.051322899998646504,4.0557771663307705
2019-01-29,4.067274445951629,0.05086174336228366,4.127120045842781
2019-01-30,4.074789979710151,0.046569054933484594,4.130342891172505
2019-01-31,4.052193882024854,0.044043362033041905,4.105221100586764
2019-02-01,4.075115719299962,0.04517135248695062,4.129388075367588
2019-02-04,4.0957875225917,0.04517135248695062,4.150059878659324
2019-02-05,4.154317464215129,0.04517135248695062,4.208589820282754
2019-02-06,4.1274518658013015,0.04517135248695062,4.181724221868926
2019-02-07,4.136703870419269,0.04517135248695062,4.191375288690716
2019-02-08,4.1620069541578735,0.04517135248695062,4.2169796226176
2019-02-11,4.210455491199665,0.04517135248695062,4.265428159659392
2019-02-12,4.135808912750191,0.04517135248695062,4.190781581209921
2019-02-13,4.130947014936681,0.04517135248695062,4.185919683396412
2019-02-14,4.215039663070941,0.04517135248695062,4.270012331530669
2019-02-15,4.119188802434467,0.04517135248695062,4.1741614708941945
2019-02-18,4.127225029394681,0.04517135248695062,4.182197697854413
2019-02-19,3.949184771262499,0.04517135248695062,4.004157439722231
2019-02-20,3.9108229583564444,0.04517135248695062,3.965795626816174
2019-02-21,3.9042394874012842,0.04517135248695062,3.959212155861014
2019-02-22,3.8546204764955956,0.04517135248695062,3.9095931449553243
2019-02-25,3.8855070195387302,0.04517135248695062,3.94047968799846
2019-02-26,3.7529684075462892,0.04517135248695062,3.807941076006019
2019-02-27,3.6703158352980765,0.04517135248695062,3.725288503757804
2019-02-28,3.8025191496904247,0.04517135248695062,3.8574918181501534
2019-03-01,3.916546637593732,0.04517135248695062,3.971519306053461
2019-03-04,3.8108980566457094,0.04517135248695062,3.8658707251054363
2019-03-05,3.8489419966847453,0.04517135248695062,3.903914665144475
2019-03-06,3.9801731151957345,0.04517135248695062,4.035145783655464
2019-03-07,3.8034828617953336,0.04517135248695062,3.8584555302550667
2019-03-08,3.96861982154314,0.04517135248695062,4.02359249000287
2019-03-11,3.861197342174019,0.04517135248695062,3.9161700106337483
2019-03-12,4.00727791326952,0.04517135248695062,4.0622505817292485
2019-03-13,3.75588414011037,0.04517135248695062,3.8108604068249434
2019-03-14,3.8452908572343714,0.04517135248695062,3.9002707044887135
2019-03-15,3.8852784225643,0.04517135248695062,3.940258269818642
2019-03-18,3.941844546553827,0.04517135248695062,3.9968243938081667
2019-03-19,3.964748041290251,0.04517135248695062,4.019727888544597
2019-03-20,4.175632080213693,0.04517135248695062,4.230615541000711
2019-03-21,4.245600457018506,0.04517135248695062,4.300583917805528
2019-03-22,4.090387984921126,0.04517135248695062,4.1453714457081485
2019-03-25,4.100814260718407,0.04517135248695062,4.155801359026457
2019-03-26,4.0093618537361,0.04517135248695062,4.0643489520441465
2019-03-27,4.043951410348335,0.04517135248695062,4.098938508656383
2019-03-28,4.216398915584851,0.04517135248695062,4.271386013892902
2019-03-29,4.241333562586476,0.04517135248695062,4.296320660894527
